店铺名称,店铺链接,商品名,价格,销量
meitu美图浩丰专卖店,//detail.tmall.com/item.htm?id=584614046790&skuId=3950957296723&areaId=410500&standard=1&user_id=3235240730&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Meitu/美图MP1801前置三摄.限量高端定制,2699.00,311
小辣椒旗舰店,//detail.tmall.com/item.htm?id=594759708644&skuId=4388100786408&areaId=410500&standard=1&user_id=2011807058&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,小辣椒小辣椒8xpro128GB大内存6.2''水滴屏AI双摄,749.00,112
启能数码专营店,//detail.tmall.com/item.htm?id=591469578204&skuId=4232371531602&areaId=410500&standard=1&user_id=507957984&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,ZTE/中兴C2017裸眼3D后双1300万像素,679.00,74
硕王鑫基汇专卖店,//detail.tmall.com/item.htm?id=613552040188&skuId=4324545069916&areaId=410500&user_id=2204161616234&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,SAILF/硕王硕王SAILFR20强劲三摄还原真彩炫酷机身,598.00,238
米凌数码专营店,//detail.tmall.com/item.htm?id=592698801058&skuId=4256626439300&areaId=410500&standard=1&user_id=1959202531&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,创星（手机）XS,538.00,34
民讯通数码专营店,//detail.tmall.com/item.htm?id=600486739763&skuId=4194889981186&areaId=410500&standard=1&user_id=292642853&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Motorola/摩托罗拉p30note,999.00,25
OPPO酷炫专卖店,//detail.tmall.com/item.htm?id=590371466090&skuId=4220234698116&areaId=410500&standard=1&user_id=598270411&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,OPPOReno,2199.00,424
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=606335538954&skuId=4309654616548&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,HUAWEIHuaWeiMate305G,4499.00,72000.0
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=600453936466&skuId=4198210180300&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Samsung/三星GalaxyNote10+SM-N97605G,7999.00,1012
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=594370342052&skuId=4316034176469&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,honor/荣耀荣耀20,2299.00,13000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=607826182160&skuId=4311311937984&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,honor/荣耀荣耀V30麒麟990芯片,2999.00,17000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=601188351187&skuId=4313606088032&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,vivoiQOOPro5GiQOOPro5G,3798.00,5654
华为官方旗舰店,//detail.tmall.com/item.htm?id=581325800445&skuId=3946058268999&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Huawei/华为Mate20RS保时捷设计,12999.00,61
华为官方旗舰店,//detail.tmall.com/item.htm?id=603330883901&skuId=4222567536088&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,HUAWEIHUAWEIMate30Pro,5399.00,3672
vivo官方旗舰店,//detail.tmall.com/item.htm?id=609132407074&skuId=4488166155957&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,vivoiQOONeo855竞速版,2698.00,12000.0
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=591836449314&skuId=4069153808067&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,OPPOReno10倍变焦版,3199.00,1077
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=572378961872&skuId=4217478669307&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,OPPOA5,899.00,5009
小米官方旗舰店,//detail.tmall.com/item.htm?id=594387510987&skuId=4369944479553&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米Redmi7A4000mhA大电量,549.00,20000.0
小米官方旗舰店,//detail.tmall.com/item.htm?id=602867019653&skuId=4245295365669&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米Redmi85000mAh大电量,699.00,8531
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=589285201922&skuId=4176972325958&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米redminote7pro,1349.00,900
三星官方旗舰店,//detail.tmall.com/item.htm?id=607517454796&skuId=4434418743031&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Samsung/三星GalaxyA70sSM-A7070,2199.00,1750
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=585974335257&skuId=4487625614924&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,honor/荣耀荣耀畅玩8A珍珠全面屏震撼大音量,699.00,1504
三星官方旗舰店,//detail.tmall.com/item.htm?id=606416030588&skuId=4421019027233&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Samsung/三星GalaxyA50sSM-A5070,1999.00,326
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=589278673247&skuId=4257041345307&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Xiaomi/小米Redmi7,799.00,1519
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=597982761514&skuId=4487634722319&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,honor/荣耀畅玩8,579.00,776
iQOO官方旗舰店,//detail.tmall.com/item.htm?id=613223435696&skuId=4503726059519&areaId=410500&user_id=2207440821122&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,iQOOiQOOPro,3198.00,134
旭翼数码专营店,//detail.tmall.com/item.htm?id=600398937776&skuId=4194907376375&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=248dd0d7bc5c4ce194aed27a9d169bf5,Huawei/华为P20,2399.00,136
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=570882130045&skuId=4316666918853&areaId=410500&user_id=2124152022&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Samsung/三星GalaxyS9SM-G9600/DS凝时拍摄.智能可变光圈,3199.00,83
豪置数码专营店,//detail.tmall.com/item.htm?id=569655267746&skuId=4312175525321&areaId=410500&user_id=1639805004&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,honor/荣耀荣耀92000万变焦双摄,1199.00,49
信通志远数码专营店,//detail.tmall.com/item.htm?id=604905320266&skuId=4412961979181&areaId=410500&user_id=2200586761792&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Coolpad/酷派coolpad26,989.00,0
卓瓦数码专营店,//detail.tmall.com/item.htm?id=584722324554&skuId=4151515006098&areaId=410500&standard=1&user_id=686947088&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Motorola/摩托罗拉p30,1059.00,143
旭翼数码专营店,//detail.tmall.com/item.htm?id=560016308048&skuId=3668956951786&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,honor/荣耀畅玩7X千元旗舰全屏实力,830.00,119
华飞数码专营店,//detail.tmall.com/item.htm?id=572124563955&skuId=3909128399663&areaId=410500&standard=1&user_id=1657780380&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,honor/荣耀畅玩6全网通,428.00,9
宇奇一达数码专营店,//detail.tmall.com/item.htm?id=611410943336&skuId=4470253958343&areaId=410500&standard=1&user_id=2206379217443&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,nubia/努比亚Z18无边框全面屏,2699.00,10
岸越数码专营店,//detail.tmall.com/item.htm?id=557102961718&skuId=4052684683791&areaId=410500&user_id=872196368&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Xiaomi/小米小米max26.44‘大屏充电宝级电量,869.00,18
乐淘猫数码专营店,//detail.tmall.com/item.htm?id=610492387119&skuId=4461986967265&areaId=410500&standard=1&user_id=2206560940568&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,纽曼P308穿孔全面屏指纹/人脸解锁,558.00,373
莫拉克数码专营店,//detail.tmall.com/item.htm?id=586469935408&skuId=4147700286827&areaId=410500&user_id=431317864&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Sharp/夏普AQUOSS2,799.00,20
莫拉克数码专营店,//detail.tmall.com/item.htm?id=610359834553&skuId=4292568513805&areaId=410500&user_id=431317864&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,360N6Pro4000毫安大电池下单立减100,1099.00,43
岸越数码专营店,//detail.tmall.com/item.htm?id=564929906810&skuId=3794330842991&areaId=410500&user_id=872196368&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Xiaomi/小米小米Note25.7"双曲面屏2256MP相机,1169.00,26
米凌数码专营店,//detail.tmall.com/item.htm?id=597460809182&skuId=4160066309130&areaId=410500&standard=1&user_id=1959202531&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,小辣椒小辣椒R17迷你机身64GB大内存人脸识别,549.00,1897
广东电泽凯思专卖店,//detail.tmall.com/item.htm?id=565302998605&skuId=3759375781484&areaId=410500&standard=1&user_id=2024313998&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Huawei/华为nova青春版柔光护眼屏自拍背景虚化,758.00,102
晋商数码专营店,//detail.tmall.com/item.htm?id=577909397859&skuId=3839494012810&areaId=410500&standard=1&user_id=210910611&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,honor/荣耀畅玩7C,418.00,77
启能数码专营店,//detail.tmall.com/item.htm?id=605896935034&skuId=4415699839107&areaId=410500&user_id=507957984&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,ZTE/中兴V890ZTE/中兴V890,799.00,12
玩风数码专营店,//detail.tmall.com/item.htm?id=584802750771&skuId=4121174199062&areaId=410500&standard=1&user_id=761647182&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Xiaomi/小米红米6后置双摄八核处理器人脸解锁,628.00,139
卓瓦数码专营店,//detail.tmall.com/item.htm?id=586665550495&skuId=4487147754119&areaId=410500&standard=1&user_id=686947088&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Lenovo/联想Z5ProGT,1788.00,35
启能数码专营店,//detail.tmall.com/item.htm?id=558853854146&skuId=4397837467489&areaId=410500&user_id=507957984&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,honor/荣耀荣耀V9play金属机身八核芯片,688.00,38
李华氏数码专营店,//detail.tmall.com/item.htm?id=611758795061&skuId=4315102596972&areaId=410500&standard=1&user_id=2206735499571&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Coolpad/酷派1871-A0,499.00,66
晋商兆睿数码专营店,//detail.tmall.com/item.htm?id=608728489515&skuId=4488739542939&areaId=410500&standard=1&user_id=1124960044&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Huawei/华为mate10pro全面屏人工智能芯片,2399.00,87
vivo智轩优品专卖店,//detail.tmall.com/item.htm?id=611959021813&skuId=4319640676630&areaId=410500&standard=1&user_id=1999920158&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,vivoiQOO3,4398.00,18000.0
晋商兆睿数码专营店,//detail.tmall.com/item.htm?id=599971012372&skuId=4363101790741&areaId=410500&standard=1&user_id=1124960044&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Huawei/华为Mate10AI芯片智慧识屏,2158.00,107
gionee金立圆周率专卖店,//detail.tmall.com/item.htm?id=611528162309&skuId=4477368735096&areaId=410500&standard=1&user_id=2262875813&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Gionee/金立大金钢5,799.00,86
华飞数码专营店,//detail.tmall.com/item.htm?id=572109354155&skuId=3713675068791&areaId=410500&standard=1&user_id=1657780380&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,360N7全面屏/骁龙660/5030mAh大电池,1699.00,9
佳宁数码专营店,//detail.tmall.com/item.htm?id=608818410586&skuId=4470023327911&areaId=410500&standard=1&user_id=369979583&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,小辣椒红辣椒9,799.00,690
浩瑜数码专营店,//detail.tmall.com/item.htm?id=605191395850&skuId=4406112078473&areaId=410500&standard=1&user_id=3994662922&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Coolpad/酷派1831-A0酷玩7C天猫十周年定制版,489.00,210
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=528071019645&skuId=3143195175343&areaId=410500&user_id=2124152022&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Samsung/三星GALAXYNote4SM-N9100note4公开版双4G移动4G联通4G,1160.00,16
金万吉数码专营店,//detail.tmall.com/item.htm?id=605024364366&skuId=4411108598855&areaId=410500&standard=1&user_id=1898764315&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,nubia/努比亚M2畅玩版金属机身高通八核,499.00,11
飞可盈数码专营店,//detail.tmall.com/item.htm?id=533972671138&skuId=3185321787933&areaId=410500&user_id=698360813&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,21KEm2s4.0英寸4G智能老人机双喇叭双摄像头,999.00,0
中国移动手机官方旗舰店,//detail.tmall.com/item.htm?id=556788927363&skuId=3610972670164&areaId=410500&standard=1&user_id=713805254&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Samsung/三星SM-G9298高端双屏翻盖设计典世臻藏,5199.00,9
天杰数码专营店,//detail.tmall.com/item.htm?id=598118244663&skuId=4341757967658&areaId=410500&standard=1&user_id=845231900&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Lenovo/联想L78121,1499.00,26
豪置数码专营店,//detail.tmall.com/item.htm?id=584533760171&skuId=3951525148853&areaId=410500&standard=1&user_id=1639805004&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Huawei/华为麦芒65.9寸全面屏出彩四镜头,888.00,87
飞可盈数码专营店,//detail.tmall.com/item.htm?id=538766535847&skuId=4313183469433&areaId=410500&standard=1&user_id=698360813&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,21KEMC001S老人手机大音量大字体超长待机,599.00,47
agm手机旗舰店,//detail.tmall.com/item.htm?id=577065480315&skuId=3978735891004&areaId=410500&standard=1&user_id=3350574230&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,AGM(手机)H1四JBL喇叭三防硬核造型,1599.00,49
安卓快意数码专营店,//detail.tmall.com/item.htm?id=606970056406&skuId=4430519762384&areaId=410500&standard=1&user_id=801373903&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Motorola/摩托罗拉p50,1358.00,132
晋商数码专营店,//detail.tmall.com/item.htm?id=558280903814&skuId=3955958114870&areaId=410500&standard=1&user_id=210910611&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Huawei/华为畅享6S纤薄金属机身.5英寸高清,479.00,37
长虹佳音专卖店,//detail.tmall.com/item.htm?id=605265777083&skuId=4455930838029&areaId=410500&user_id=1661629361&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Changhong/长虹S15真正为老人设计的智能手机礼盒装,538.00,0
和瀛数码专营店,//detail.tmall.com/item.htm?id=603354682096&skuId=4227773337063&areaId=410500&standard=1&user_id=2204109564031&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Philips/飞利浦飞利浦E515,479.00,230
博科雅创数码专营店,//detail.tmall.com/item.htm?id=588261198508&skuId=4007084772182&areaId=410500&standard=1&user_id=389810551&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,K-Touch/天语I9,559.00,1212
天杰数码专营店,//detail.tmall.com/item.htm?id=607405369167&skuId=4261960640374&areaId=410500&user_id=845231900&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Nokia/诺基亚X65.8英寸高清全面屏骁龙636处理,1299.00,34
浩瑜数码专营店,//detail.tmall.com/item.htm?id=589091308141&skuId=4391154439234&areaId=410500&standard=1&user_id=3994662922&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Coolpad/酷派1873-A0,699.00,32
科音数码专营店,//detail.tmall.com/item.htm?id=606136290804&skuId=4415062586469&areaId=410500&standard=1&user_id=656576287&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,K-Touch/天语X27,729.00,1159
朵唯官方旗舰店,//detail.tmall.com/item.htm?id=609822496614&skuId=4288416620899&areaId=410500&standard=1&user_id=745667243&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,DOOV/朵唯201906,988.00,64
能良数码官方旗舰店,//detail.tmall.com/item.htm?id=584808546952&skuId=4126526268669&areaId=410500&standard=1&user_id=263726286&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Xiaomi/小米小米PLAY自带高速流量,1149.00,252
三星宏远祥龙专卖店,//detail.tmall.com/item.htm?id=584681059305&skuId=4157200494456&areaId=410500&standard=1&user_id=1847396744&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Samsung/三星GalaxyA8sSM-G8870,1799.00,245
三星恒源盛达专卖店,//detail.tmall.com/item.htm?id=570648636571&skuId=3853811691574&areaId=410500&standard=1&user_id=2301883111&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Samsung/三星GalaxyS9+SM-G9650/DS全像素双核双曲面玻璃,4299.00,6
小辣椒旗舰店,//detail.tmall.com/item.htm?id=586366921891&skuId=4491966402577&areaId=410500&standard=1&user_id=2011807058&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,小辣椒红辣椒7A6英寸全面屏1300万后置美颜摄像,539.00,61
锦万数码专营,//detail.tmall.com/item.htm?id=606915323145&skuId=4421243278268&areaId=410500&standard=1&user_id=746181913&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,K-Touch/天语X25,899.00,34
gionee金立圆周率专卖店,//detail.tmall.com/item.htm?id=606988713725&skuId=4430554799097&areaId=410500&standard=1&user_id=2262875813&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Gionee/金立M11S6.3英寸水滴屏后置双摄,1199.00,87
四知轩数码专营,//detail.tmall.com/item.htm?id=598071599958&skuId=4330158742280&areaId=410500&standard=1&user_id=708680086&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Nokia/诺基亚X7,1799.00,41
气樽数码专营店,//detail.tmall.com/item.htm?id=596641723210&skuId=4611686615069111114&areaId=410500&standard=1&user_id=742644724&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Xiaomi/小米RedmiK20,1999.00,87
其他数码专营店,//detail.tmall.com/item.htm?id=596926850717&skuId=4316582940633&areaId=410500&standard=1&user_id=1954258884&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Philips/飞利浦S351F,1388.00,34
云南移动官方旗舰店,//detail.tmall.com/item.htm?id=606690058958&skuId=4424179235421&areaId=410500&standard=1&user_id=1642975287&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Samsung/三星GalaxyA905GSM-A9080疾速5G#2A畅快体验骁龙855处理器,3299.00,1032
妆也数码专营店,//detail.tmall.com/item.htm?id=604792020363&skuId=4307108365261&areaId=410500&standard=1&user_id=2206617460474&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,21KEqin2,799.00,222
OPPO欧曙专卖店,//detail.tmall.com/item.htm?id=576591450613&skuId=4411242582172&areaId=410500&standard=1&user_id=1715164541&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,OPPOA5全网通,899.00,90
鑫睿诚数码专营店,//detail.tmall.com/item.htm?id=613205610641&skuId=4317029681594&areaId=410500&standard=1&user_id=547686779&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Huawei/华为HUAWEIMateXs,28998.00,981
sugar手机旗舰店,//detail.tmall.com/item.htm?id=572587231794&skuId=3814889576345&areaId=410500&standard=1&user_id=2415673568&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,SugarS20,1599.00,21
安卓快意数码专营店,//detail.tmall.com/item.htm?id=595413059742&skuId=4128297913041&areaId=410500&standard=1&user_id=801373903&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,Lenovo/联想Z6青春版,1199.00,32
黑莓急吼吼专卖店,//detail.tmall.com/item.htm?id=591936968269&skuId=4074616112930&areaId=410500&user_id=2200899378328&cat_id=2&is_b=1&rn=a271bd1203c9ea3fc9f735866eb70605,BlackBerry/黑莓KEYONE全键盘4G全网通4G+64G智能商务,1899.00,17
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=600662536849&skuId=4300664945431&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,HUAWEIHUAWEIMate30,3999.00,21000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=583857290585&skuId=4155491024278&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,honor/荣耀荣耀V20,2199.00,5256
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=596822551576&skuId=4465987566938&areaId=410500&standard=1&user_id=2616970884&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,HUAWEInova5Pro,2499.00,54000.0
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=591038764869&skuId=4068104848076&areaId=410500&standard=1&user_id=1114511827&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,honor/荣耀荣耀20i,1599.00,11000.0
华为官方旗舰店,//detail.tmall.com/item.htm?id=579718698456&skuId=4153694555224&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Huawei/华为Mate20Pro7nm旗舰芯片超广角三摄,5099.00,13000.0
vivo官方旗舰店,//detail.tmall.com/item.htm?id=606827865813&skuId=4313039392019&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,vivoS5,1998.00,6913
vivo官方旗舰店,//detail.tmall.com/item.htm?id=602931201625&skuId=4313603376411&areaId=410500&standard=1&user_id=883737303&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,vivoU3x,949.00,35000.0
华为官方旗舰店,//detail.tmall.com/item.htm?id=596880589421&skuId=4153904397547&areaId=410500&standard=1&user_id=2838892713&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,HUAWEInova5i,1799.00,17000.0
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=601529211359&skuId=4377267466064&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,OPPOReno2,2999.00,281
OPPO官方旗舰店,//detail.tmall.com/item.htm?id=603065466810&skuId=4392413418973&areaId=410500&standard=1&user_id=901409638&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,OPPOA11x,1599.00,4386
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=577700457182&skuId=4207483856251&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Xiaomi/小米小米8青春版潮流镜面渐变色骁龙660处理器,1199.00,880
三星官方旗舰店,//detail.tmall.com/item.htm?id=612231809000&skuId=4313936417244&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Samsung/三星GalaxyS20UltraSM-G9880,9999.00,2379
三星官方旗舰店,//detail.tmall.com/item.htm?id=612749114113&skuId=4484713019646&areaId=410500&standard=1&user_id=370627083&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Samsung/三星GalaxyS20SM-G9810,6999.00,2784
小米官方旗舰店,//detail.tmall.com/item.htm?id=608604219796&skuId=4283384984149&areaId=410500&standard=1&user_id=1714128138&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Xiaomi/小米RedmiK305G,2199.00,17000.0
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=612336839607&skuId=4307566828527&areaId=410500&standard=1&user_id=268451883&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Xiaomi/小米小米10,4049.00,30000.0
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=579217538083&skuId=4319649693134&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,honor/荣耀畅玩8C,919.00,296
中国移动官方旗舰店,//detail.tmall.com/item.htm?id=574343232384&skuId=4329149185038&areaId=410500&standard=1&user_id=1776456424&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Huawei/华为nova3i,1099.00,143
岸越数码专营店,//detail.tmall.com/item.htm?id=545924789176&skuId=4269867320749&areaId=410500&user_id=872196368&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Xiaomi/小米红米手机4X4100mAh超长续航,469.00,109
旭翼数码专营店,//detail.tmall.com/item.htm?id=572859786482&skuId=4159780775979&areaId=410500&user_id=682299517&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,honor/荣耀荣耀8青春版标配版,679.00,33
岸越数码专营店,//detail.tmall.com/item.htm?id=561750487391&skuId=3686517515995&areaId=410500&user_id=872196368&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Xiaomi/小米红米手机4指纹识别金属机身4100mAh电池,439.00,26
莫拉克数码专营店,//detail.tmall.com/item.htm?id=560848921151&skuId=4153102446277&areaId=410500&user_id=431317864&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Motorola/摩托罗拉青柚前后1600万像素骁龙八核处理器,649.00,18
旭翼数码专营店,//detail.tmall.com/item.htm?id=547635955282&skuId=4496152127801&areaId=410500&standard=1&user_id=682299517&cat_id=2&is_b=1&rn=da427762790113a9baae47fcf2f25d60,Huawei/华为P10前置徕卡#3A前置指纹#3A时尚流行色,1499.00,61
