2018-12-23,5
2018-12-21,10
2018-11-11,3
2018-11-09,5
2018-11-06,0
2018-11-05,0
2020-02-10,248
2020-02-05,246
2020-01-28,138
2019-11-08,108
2019-10-30,49
2019-10-24,46
2019-10-21,42
2019-10-11,64
2019-10-06,81
2019-09-27,53
2019-09-21,62
2019-09-17,63
2019-09-04,112
2019-09-03,92
2019-08-29,70
2019-08-26,78
2019-08-23,110
2019-08-19,80
2019-08-14,83
2019-08-13,69
2019-08-12,80
2019-08-04,64
2019-07-27,43
2019-07-25,40
2019-07-23,34
2019-07-13,42
2019-07-12,40
2019-07-11,44
2019-07-09,50
2019-07-21,39
2019-07-05,26
2019-07-03,28
2019-06-30,30
2019-06-26,26
2019-06-18,12
2019-02-07,1
